,test_accuracy,test_balanced_accuracy,test_f1,test_precision,test_recall,ds,iteration,alg,task
205,0.5962500000000001,0.5962500000000002,0.5771943412648927,0.6040736547669564,0.5537500000000001,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,1,RF,feat
206,0.575,0.575,0.5591278881181662,0.580023546653939,0.54,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,2,RF,feat
207,0.599375,0.599375,0.5856313292224119,0.6071210457544349,0.5662499999999999,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,3,RF,feat
208,0.585625,0.585625,0.5720360703200553,0.5934487077540187,0.55375,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,4,RF,feat
209,0.5918749999999999,0.5918749999999999,0.5771528175115846,0.6007220949591315,0.5574999999999999,GAMETES_Epistasis_2_Way_1000atts_0.4H_EDM_1_EDM_1_1,5,RF,feat
210,0.8024554941682014,0.7967734717262364,0.7592968726372552,0.9170808323619832,0.6479425678317303,agaricus_lepiota,0,KNN,feat
211,0.8045426642111725,0.7987966970276115,0.7612197192203436,0.9228554798489746,0.6482067922954622,agaricus_lepiota,1,KNN,feat
212,0.8068753836709638,0.8013353189775494,0.7656503937255961,0.9195747187990964,0.6561195167722262,agaricus_lepiota,2,KNN,feat
213,0.8036832412523021,0.7978233318733124,0.7593707295974143,0.9246588096418084,0.644370487658665,agaricus_lepiota,3,KNN,feat
214,0.8082259054634745,0.8023995147626056,0.7648660450527327,0.931004129327817,0.6497344723329945,agaricus_lepiota,4,KNN,feat
215,0.8062615101289135,0.800431716810493,0.7625729294430895,0.9284278848495504,0.6479380066202726,agaricus_lepiota,5,KNN,feat
216,0.756169429097606,0.7492493523754055,0.6913824465877785,0.8835005687696043,0.5680347043031772,agaricus_lepiota,0,SVC,feat
