Unnamed: 0,test_accuracy,test_balanced_accuracy,test_f1,test_precision,test_recall,ds,iteration,alg,leak,perc
172,0.7513513513513513,0.7513148667601683,0.7486338797814207,0.7527472527472527,0.7445652173913043,twonorm,2,LR,True,10
173,0.7405405405405405,0.7405694834034595,0.7408906882591094,0.7359249329758714,0.7459239130434783,twonorm,2,LR,False,10
174,0.7466216216216216,0.7471815848924177,0.7474747474747475,0.7676348547717843,0.7283464566929134,twonorm,3,LR,True,10
175,0.731081081081081,0.7312855043537385,0.7350199733688416,0.745945945945946,0.7244094488188977,twonorm,3,LR,False,10
176,0.7290540540540541,0.7293444587327567,0.730691739422431,0.7148488830486203,0.7472527472527473,twonorm,4,LR,True,10
177,0.7290540540540541,0.7293444587327567,0.730691739422431,0.7148488830486203,0.7472527472527473,twonorm,4,LR,False,10
178,0.7425675675675676,0.7429322087452672,0.7370600414078675,0.7628571428571429,0.7129506008010681,twonorm,5,LR,True,10
179,0.7385135135135135,0.7384994858625911,0.7411371237458194,0.7426273458445041,0.739652870493992,twonorm,5,LR,False,10
180,0.96875,0.9594594594594594,0.9577464788732396,1.0,0.918918918918919,clean1,0,LR,True,1
181,0.96875,0.9594594594594594,0.9577464788732396,1.0,0.918918918918919,clean1,0,LR,False,1
182,0.9375,0.9222222222222224,0.911764705882353,0.96875,0.8611111111111112,clean1,1,LR,True,1
183,0.9375,0.9222222222222224,0.911764705882353,0.96875,0.8611111111111112,clean1,1,LR,False,1
184,0.9166666666666666,0.902439024390244,0.8918918918918919,1.0,0.8048780487804879,clean1,2,LR,True,1
185,0.9270833333333334,0.9146341463414632,0.9066666666666668,1.0,0.8292682926829268,clean1,2,LR,False,1
186,0.9375,0.94,0.9361702127659576,1.0,0.88,clean1,3,LR,True,1
187,0.9375,0.94,0.9361702127659576,1.0,0.88,clean1,3,LR,False,1
188,0.9270833333333334,0.9239130434782608,0.9176470588235294,1.0,0.8478260869565217,clean1,4,LR,True,1
189,0.9375,0.9356521739130436,0.9318181818181818,0.9761904761904762,0.8913043478260869,clean1,4,LR,False,1
190,0.9479166666666666,0.9390243902439024,0.9350649350649352,1.0,0.8780487804878049,clean1,5,LR,True,1
191,0.9479166666666666,0.9390243902439024,0.9350649350649352,1.0,0.8780487804878049,clean1,5,LR,False,1
192,0.8958333333333334,0.869903802107192,0.8484848484848485,0.9655172413793104,0.7567567567567568,clean1,0,LR,True,5
193,0.8645833333333334,0.8293632615666514,0.7936507936507937,0.9615384615384616,0.6756756756756757,clean1,0,LR,False,5
194,0.8958333333333334,0.8888888888888888,0.8611111111111112,0.8611111111111112,0.8611111111111112,clean1,1,LR,True,5
195,0.90625,0.9027777777777776,0.8767123287671232,0.8648648648648649,0.8888888888888888,clean1,1,LR,False,5
196,0.9270833333333334,0.9177383592017738,0.9090909090909092,0.9722222222222222,0.8536585365853658,clean1,2,LR,True,5
197,0.9375,0.9268292682926828,0.9210526315789476,1.0,0.8536585365853658,clean1,2,LR,False,5
198,0.875,0.8782608695652174,0.8695652173913043,0.9523809523809524,0.8,clean1,3,LR,True,5
199,0.8854166666666666,0.8891304347826088,0.8791208791208791,0.975609756097561,0.8,clean1,3,LR,False,5
200,0.875,0.8704347826086957,0.853658536585366,0.9722222222222222,0.7608695652173914,clean1,4,LR,True,5
201,0.8541666666666666,0.8495652173913043,0.8292682926829269,0.9444444444444444,0.7391304347826086,clean1,4,LR,False,5
202,0.875,0.8629711751662972,0.8421052631578947,0.9142857142857144,0.7804878048780488,clean1,5,LR,True,5
